ln(alpha),alpha,ln(Beta),Beta,-2 ln(Likelihood)
-1.101228482,0.332462408,1.382154021,3.983472877,-15.65938085
-1.148694117,0.31705053,1.284576279,3.613136672,-29.69252414
-1.49745013,0.223699839,0.652605856,1.920538962,-35.92034453
-0.939196669,0.390941765,2.338858402,10.36939213,-17.93623317
-1.16294231,0.312565163,1.393409762,4.028563101,-24.37656624
-1.396880758,0.24736736,0.483003557,1.62093567,-30.57265088
-0.989436705,0.371786057,1.350750084,3.860320009,-25.3374399
-1.124674148,0.324758273,1.180382166,3.255618152,-29.41202188
-0.904832087,0.404609818,1.413359354,4.109738306,-11.45445762
-1.060743645,0.346198266,1.327335775,3.770983245,-28.26290832
-1.156769776,0.314500449,1.089921474,2.974040524,-33.02179472
-1.110785669,0.329300139,1.794725996,6.017825586,-19.43205284
-1.291811767,0.274772508,0.904239543,2.470052839,-15.92809188
-1.087871019,0.336933055,1.13111746,3.099117705,-32.58430731
-0.726542754,0.483577951,2.071820272,7.93926159,-19.71148662
-0.602239533,0.54758393,2.316670203,10.14184773,-23.11554056
-0.963088215,0.381712254,2.004258814,7.420591822,-17.45736502
-1.103353558,0.331756651,1.239024283,3.452243407,-14.62585505
-1.442781664,0.236269621,0.341078292,1.406463352,-35.80031148
-0.893276642,0.409312383,1.127616541,3.088286917,-18.95351477
-0.796251228,0.451016557,1.921022498,6.827936452,-17.52686338
-1.015962232,0.362053882,2.492496809,12.09142844,-22.62902109
-0.662019829,0.515808437,2.634967608,13.94286081,-21.0866025
-0.511425509,0.599640177,2.920285601,18.54658363,-13.48945849
-1.531935019,0.216117072,0.720706538,2.055885259,-28.33867713
-0.753409587,0.47075872,2.306340001,10.03761967,-12.0086386
-1.148429933,0.317134301,1.281139745,3.600741313,-22.02082655
-0.518528394,0.595396092,3.049899893,21.11323074,-14.03795547
-1.485718418,0.226339676,0.691316577,1.996342141,-31.09076784
-1.41927668,0.241888917,1.020203849,2.773760133,-29.11112289
-0.680803174,0.506210254,2.172195977,8.777538163,-10.37151248
-0.718653314,0.4874082,1.66097797,5.264456811,-26.03645955
-0.828846669,0.436552486,1.565077758,4.783046844,-9.312084456
-0.938742243,0.39111946,1.466285793,4.333111144,-11.77658901
-1.075996276,0.340957898,1.277648695,3.588192863,-25.02295273
-0.767370596,0.464232119,2.729171967,15.32019614,-13.74343702
-0.272840896,0.76121389,3.336428457,28.11852065,-13.22048485
-0.866517506,0.420413089,2.833182431,16.99947448,-15.1677064
-0.97129092,0.378593988,0.674346519,1.962749937,-31.27818877
-1.192725061,0.303393371,1.313573044,3.719439721,-14.39812241
-1.078619596,0.340064628,0.825941878,2.284031031,-14.49519232
-1.086195176,0.337498175,1.11733634,3.056701336,-16.62611011
-1.217735485,0.295899478,1.237442324,3.44678642,-25.72314387
-0.851588464,0.426736538,3.018090482,20.45220053,-14.018291
-1.419970854,0.241721062,0.705510578,2.024880281,-24.55095874
-1.17176613,0.309819277,0.771603227,2.163231626,-28.89041629
-1.277304788,0.278787681,0.954763934,2.598057197,-28.31997575
-1.431540653,0.238940514,0.667639686,1.949630145,-29.77124012
-0.943041541,0.38944153,1.162347478,3.197430371,-17.70185284
-1.084058055,0.338220221,0.829715567,2.292666539,-22.98849886
-1.27077611,0.28061375,0.813096063,2.254878436,-37.73262297
-0.833774292,0.434406611,2.144534715,8.53806768,-24.00404837
-1.035966183,0.354883333,2.145355493,8.54507841,-20.89502119
-0.910240804,0.402427306,1.112640808,3.042382144,-25.96535897
-1.562940208,0.209519135,0.315623858,1.371114425,-36.31735468
-1.132251277,0.322306837,1.001403923,2.722100767,-18.63546543
-1.313343038,0.268919544,0.840006921,2.316383008,-25.48696054
-1.27364286,0.279810453,0.502950459,1.653592939,-29.53258788
-0.707661744,0.492795133,1.991438508,7.326064786,-13.89813462
-1.275925017,0.279172609,0.957848795,2.606084218,-22.668838
-0.838883551,0.432192775,2.430355352,11.3629192,-15.45141217
-0.950521534,0.386539377,0.990354402,2.692188421,-32.67507214
-0.876704374,0.416152136,1.753264052,5.773416685,-15.6078511
-1.299063082,0.272787253,0.131796148,1.140875726,-18.21754838
-1.131665276,0.322495764,1.423875197,4.1531837,-20.72302586
-0.786852172,0.455275671,1.94285705,6.978660898,-27.36703222
-1.264899399,0.282267691,0.953618254,2.59508236,-34.45980561
-0.738722202,0.47772396,2.198412962,9.01070182,-18.44740223
-1.008079423,0.364919162,1.766434944,5.849960702,-24.03040804
-1.259618533,0.283762252,0.681765674,1.977366035,-28.59663613
-1.323169145,0.266290051,1.433843245,4.194789856,-32.69975658
-1.071760321,0.342405243,1.31736946,3.733587098,-20.92137484
-1.461273245,0.231940769,0.151460176,1.163531964,-22.65340216
-1.406596748,0.24497558,-0.142407911,0.867267416,-21.94180324
-0.67594967,0.50867312,2.45499902,11.64642214,-15.71995001
-1.142436763,0.319040647,0.703334226,2.020478221,-30.3268761
-1.323877746,0.266101425,0.672445535,1.959022325,-27.28358457
-0.773865426,0.46122678,1.981051122,7.250359995,-15.41194054
-0.661700029,0.515973419,2.058943562,7.837685403,-29.7826615
-0.77485947,0.460768528,1.55501119,4.735139511,-13.4109415
-1.280064465,0.278019377,1.383136585,3.987388818,-22.72337538
-1.337304432,0.262552444,0.323849595,1.382439366,-33.00888231
-1.207066754,0.29907325,1.575493495,4.833126155,-27.34602121
-0.751887745,0.471475686,2.460368656,11.70912739,-9.848937801
-1.074886568,0.341336472,1.747797646,5.741942951,-21.47188408
-0.58368788,0.557837331,2.350446723,10.49025492,-11.88390144
-0.766656418,0.464563782,2.137441674,8.477721088,-18.33529861
-1.096742323,0.333957238,1.976605306,7.218197771,-19.65927688
-1.016226016,0.361958391,2.658556009,14.27566028,-28.29729858
-1.238583738,0.289794352,0.613273181,1.846465334,-24.28137934
-1.082188348,0.338853185,1.56492822,4.782331647,-20.878244
-0.756188568,0.469452307,1.577472726,4.842701499,-16.02493901
-1.222186939,0.294585222,1.081947366,2.950419508,-28.01322229
-1.134430975,0.321605071,1.442600848,4.231687495,-21.73944256
-1.210531484,0.298038834,1.711363778,5.536506895,-21.09305247
-0.542822043,0.58110603,2.719871556,15.17837255,-19.1107107
-1.099957815,0.332885126,1.699800025,5.472852846,-23.57754504
-1.340456674,0.261726118,0.333070618,1.395245824,-18.01374276
-1.413846249,0.243206051,0.734737993,2.084935654,-27.28791972
-1.163743101,0.312314964,1.685601987,5.395698096,-27.83863248
-0.164444107,0.848365173,3.224433858,25.13933769,-19.77084615
-0.762819085,0.466349892,2.00586622,7.432529316,-23.53761697
-1.118964955,0.326617684,1.045791076,2.845648758,-14.30753739
-1.446327634,0.2354333,0.801022626,2.227817989,-30.75487783
-1.3708349,0.253894894,0.381966926,1.465163626,-20.28495909
-1.260204508,0.283596023,0.539000958,1.714293356,-30.25559366
-1.41865144,0.242040203,0.118722797,1.126057729,-35.03378765
-1.686094453,0.185241583,-0.040438411,0.960368311,-35.9303834
-0.90234764,0.4056163,1.412089693,4.104523643,-14.62030366
-0.965786739,0.380683583,2.280490282,9.781474914,-28.91271175
-1.258381375,0.284113528,1.580729709,4.858499811,-24.00305016
0.20030215,1.22177186,4.354448168,77.82386776,-14.86682746
-1.17577517,0.308579685,0.910211567,2.48484819,-25.95804226
-1.136590484,0.320911311,1.597823301,4.942262888,-25.27111273
-1.113975429,0.328251423,1.6406347,5.158442535,-20.3711134
-1.096628372,0.333995295,1.253618481,3.502995576,-33.71277154
-1.209447387,0.298362113,1.399567736,4.053447427,-24.83986625
-0.65316978,0.520393627,2.076458417,7.976170564,-25.68930889
-1.274482399,0.279575639,0.498536848,1.646310705,-31.87775534
-1.007230596,0.365229047,1.600829013,4.957140255,-18.62106252
-1.260772818,0.283434898,1.285909817,3.61795814,-24.30279169
-1.2809414,0.277775679,0.922342339,2.515174887,-19.15695132
-1.228670316,0.292681493,1.338632169,3.81382327,-35.04011547
-1.242491895,0.288664001,0.593181912,1.80973769,-26.34189453
-1.042573539,0.352546222,1.53248968,4.629688928,-20.35018444
-1.098299231,0.333437702,1.24458893,3.471507473,-15.17868534
-1.353540541,0.258324033,0.271371843,1.31176275,-27.05810992
-1.147417511,0.317455537,2.060412778,7.849209121,-29.85423433
-1.275385918,0.279323152,0.793434354,2.210976678,-24.64667049
-1.312074852,0.2692608,0.370476445,1.448424544,-32.29474773
-0.920507852,0.398316704,2.239094011,9.384824886,-25.85067727
-0.772664256,0.461781125,2.274200069,9.720140459,-16.40162028
-1.081984049,0.33892242,1.584393167,4.87633136,-18.11418106
-1.454854816,0.233434252,0.45815131,1.581148229,-18.75926987
-1.012277377,0.363390459,1.900778209,6.691099487,-26.96170176
-1.437712967,0.23747024,-0.357978429,0.699088155,-25.85518688
-1.150473866,0.316486761,0.801570905,2.22903979,-17.22708714
-0.88924024,0.410967871,1.443570735,4.235793744,-21.76438547
-1.079051334,0.339917841,1.011749644,2.750409044,-41.07706639
-0.835102471,0.433830024,1.700550641,5.476962403,-15.28024061
-0.731903587,0.480992507,1.771659593,5.880604676,-18.82658927
-1.075824608,0.341016435,2.339907307,10.38027434,-21.69370782
-1.219921325,0.295253395,0.787693193,2.198319474,-19.27363534
-1.176909653,0.308229805,1.65110525,5.212738023,-21.127901
-1.211726008,0.297683033,0.953542732,2.59488638,-30.46331537
-1.119693879,0.326379691,1.033670557,2.811366199,-16.04955082
-1.032615593,0.356074396,1.242512774,3.46430756,-15.1304712
-1.447271319,0.23521123,0.326565054,1.386198424,-39.97468823
-0.507925132,0.601742821,2.083802236,8.034961727,-12.23525423
-1.238837042,0.289720955,0.599965017,1.822055058,-20.70145524
-1.377344239,0.252247574,0.981389566,2.668161253,-27.57524541
-1.216544184,0.296252193,0.794918491,2.214260507,-28.21361626
-1.341170684,0.261539309,0.766347635,2.151892387,-36.33899565
-1.202938744,0.300310378,0.987102561,2.683448071,-27.04156672
-0.969198961,0.37938682,1.690575729,5.422601754,-20.44208617
-1.328856638,0.264779827,0.643620315,1.903359182,-19.29912717
-0.777866951,0.459384858,2.397026346,10.99044595,-17.48929549
-1.466593396,0.230710086,-0.16588709,0.847141879,-31.5779999
-0.888397169,0.411314493,2.163839478,8.704494294,-17.78303544
-0.961208459,0.382430455,1.886430742,6.595784558,-18.45129153
-0.880285728,0.414664414,2.353212994,10.51931397,-31.05408258
-0.729369886,0.482212744,2.074883275,7.963616856,-9.980917302
-1.466973741,0.230622353,0.419608391,1.521365659,-30.72810348
-1.955116668,0.141547962,-0.854925895,0.425314708,-49.81348743
-1.078919712,0.339962585,1.592744694,4.917226706,-27.87071825
-0.90113469,0.406108591,1.862801909,6.441760737,-18.43332619
-0.89066026,0.410384703,1.865911603,6.461823817,-22.43797624
-1.539682321,0.214449217,-0.333881523,0.716138623,-40.39475677
-0.921065038,0.398094829,1.936133261,6.931895252,-19.29754035
-0.576532115,0.5618434,2.23656222,9.361094523,-17.12967148
-1.14465882,0.318332508,0.680336859,1.974542762,-16.46390196
-0.86076247,0.422839557,1.953845044,7.055765217,-17.79845975
-0.808033325,0.445733818,1.451691423,4.270331347,-22.13223069
-0.961480106,0.382326583,1.554778883,4.734039633,-17.83919841
-1.181597465,0.306788263,1.194274321,3.301161319,-41.12999065
-1.018638372,0.361086271,1.422083257,4.145748111,-29.3460066
-1.053837772,0.348597342,2.25153795,9.502338725,-13.22306564
-1.144639519,0.318338652,1.273154579,3.572103289,-17.70221884
-0.242469044,0.784688038,3.238928815,25.50638506,-15.86002612
-0.821203068,0.439902104,3.07524448,21.65517551,-22.05808609
-0.958968075,0.383288207,1.592248391,4.914786878,-12.84765665
-1.178033406,0.307883626,0.760945091,2.140298042,-26.58279618
-0.899678214,0.406700509,1.84514893,6.329042306,-26.51498959
-1.008277195,0.364846999,1.754297791,5.779387976,-19.41017403
-1.030432479,0.356852596,1.259442063,3.523455074,-24.26248414
-1.463995692,0.231310181,0.578237528,1.782893361,-23.57855318
-1.052995547,0.348891063,1.357602467,3.88686324,-22.17759374
-1.182598301,0.306481372,0.875570375,2.400243942,-23.25859553
-0.7572362,0.468960751,1.732695663,5.655879721,-12.3299943
-0.986203625,0.372990017,2.240475075,9.397794882,-18.69788667
-0.895163685,0.408540721,1.87300091,6.507796437,-14.62014788
-0.263839374,0.768096906,2.922946731,18.59600423,-22.03376679
-1.193706857,0.303095647,1.137784067,3.119847327,-30.34051068
-1.248684204,0.286882027,0.989894638,2.690950934,-19.48084326
-0.980421851,0.375152807,1.667061666,5.296581783,-26.47228119
-1.427250935,0.239967703,0.526319307,1.692690555,-39.70151345
-0.963549631,0.381536167,1.552917828,4.725237517,-16.42921783
-0.979547351,0.375481021,1.529802616,4.617265358,-24.92602556
-0.679029723,0.50710879,2.166001888,8.723337344,-8.125752162
-0.83556773,0.433628228,2.112527523,8.269115275,-19.68687507
-1.234878097,0.290870218,0.292621097,1.339934989,-16.61964936
-1.192432933,0.303482014,1.751050834,5.760652988,-24.74540637
-0.956968521,0.384055379,1.426677549,4.164838705,-17.54538352
-1.483392215,0.226866801,-0.069125173,0.93320986,-42.60365334
-0.633536032,0.530711865,2.26194835,9.601778582,-11.05698724
-0.883712095,0.413246052,1.724077119,5.607343731,-17.19800893
-0.517873081,0.59578639,2.193005823,8.962111185,-15.41102711
-1.554204486,0.211357453,0.503336698,1.654231744,-25.31455218
-0.813925072,0.443115388,2.057495813,7.826346613,-20.5226005
-1.159280545,0.313711801,1.39554413,4.037170722,-24.03809451
-1.189264568,0.30444508,1.309280466,3.703507954,-30.86482504
-1.333306366,0.263604247,0.963799457,2.621638376,-26.03427871
-1.168364441,0.31087498,1.367937118,3.927240898,-18.4962041
-0.425024895,0.65375351,2.641669603,14.03661963,-17.77630499
-1.26493128,0.282258692,0.687952109,1.989636799,-22.66712016
-0.752009854,0.471418119,2.002464513,7.407288979,-20.42314609
-1.209937151,0.298216022,0.95522516,2.599255765,-23.5834262
-1.148788612,0.317020572,1.131340028,3.099807546,-29.51185904
-1.198174046,0.301744681,1.443627268,4.236033212,-29.49198946
-0.702121706,0.495532813,2.697995588,14.84993648,-11.33165631
-1.692296604,0.184096242,0.116783624,1.123876224,-39.66829564
-1.279158397,0.278271396,1.06818103,2.910081332,-21.65728676
-0.73666699,0.478706794,2.179668346,8.843372831,-22.1913067
-1.136776923,0.320851486,0.847804851,2.334516612,-26.39299138
-1.23011445,0.292259127,0.917372467,2.502705801,-28.19319024
-0.981614809,0.374705532,2.251749875,9.504352724,-20.68176978
-1.299509187,0.272665588,0.411695427,1.509374652,-24.48438758
-1.353958596,0.258216062,1.0393727,2.827442804,-19.0715044
-1.021001017,0.360234159,1.128263987,3.090287063,-19.31767511
-0.542275258,0.581423857,3.635008066,37.90215863,-12.25595098
-1.08225867,0.338829357,2.050048699,7.768279401,-27.68265428
-1.117458742,0.32711001,1.040083108,2.829452155,-24.36561185
-0.786060825,0.455636095,1.383267865,3.987912315,-19.18303414
-1.078219088,0.340200854,1.438323931,4.213627567,-22.81928165
-0.754969123,0.470025127,1.287614716,3.624131655,-17.07026075
-1.157846765,0.314161918,1.527026871,4.604466776,-13.66622709
-1.219347801,0.295422779,0.670984528,1.956162269,-27.17952686
-0.949295572,0.38701355,1.599809811,4.952090504,-20.39508964
-1.26568435,0.282046212,0.528005314,1.695546849,-30.71870926
-1.142659263,0.318969669,0.828399847,2.289652013,-16.67527768
-0.856602206,0.424602345,1.373878459,3.95064343,-18.5075736
-1.371184909,0.253806044,-0.038907219,0.961839945,-33.67586844
-1.27096479,0.280560809,1.39783398,4.046425829,-27.92635095
-1.138178951,0.320401959,1.144967189,3.142338251,-18.96208006
-1.002586656,0.366929093,1.616726523,5.036576184,-27.01370273
-0.723307176,0.48514514,2.821417988,16.80065692,-15.79226891
-0.920048812,0.398499589,1.064173529,2.898442517,-24.33539764
-1.02319497,0.359444689,1.144084912,3.139567061,-20.58038793
-0.622110056,0.536810541,2.276105321,9.738677433,-27.30836713
-1.418040444,0.242188133,0.703380686,2.020572093,-37.89129662
-1.175002786,0.308818119,1.972881222,7.19136659,-19.69892915
-0.969796813,0.379160071,1.819639163,6.169631816,-15.28527721
-0.467530902,0.626547367,3.00134035,20.11247662,-11.11492215
-1.072705453,0.342081778,0.720270679,2.054989378,-26.14368377
-1.114652424,0.328029274,1.065175462,2.901348017,-40.32547854
-1.539460827,0.214496721,0.518076739,1.678795781,-24.67049594
-1.294688864,0.273983097,0.731037204,2.077234006,-16.32922968
-1.071760321,0.342405243,1.31736946,3.733587098,-20.92137484
-1.513424354,0.220154798,0.754682245,2.126935572,-28.26431929
-1.144963985,0.318235379,1.120436484,3.066192255,-27.25846661
-1.069422131,0.343206789,1.749322548,5.75070553,-13.2397682
-0.67081283,0.511292815,1.763156265,5.83081197,-30.25245624
-0.78543558,0.455921068,2.370181506,10.6993341,-26.21455234
-0.632497201,0.531263471,2.41364001,11.17456273,-20.14281631
-0.942374638,0.389701336,1.89795212,6.672216546,-20.80701451
-1.26474262,0.282311948,0.807827982,2.243030789,-32.07379222
-1.11072935,0.329318685,1.078138653,2.93920358,-24.05544472
-1.327876047,0.265039596,1.579911457,4.854525959,-25.09816692
-1.027965525,0.357734022,1.128945763,3.092394664,-39.11762348
-0.594234213,0.551985107,3.219092691,25.00542224,-17.19139414
-1.514783563,0.219855765,0.617981314,1.855179235,-27.4129688
-1.165217487,0.31185483,1.194958548,3.303420834,-17.0446783
-1.063539092,0.345231839,0.740113493,2.096173403,-22.3766976
-1.082188348,0.338853185,1.56492822,4.782331647,-20.878244
-1.188831724,0.304576886,1.471250992,4.354679406,-18.00753262
-0.773991268,0.461168742,2.124700189,8.370387578,-26.35652867
-0.785724341,0.455789435,2.380016888,10.80508534,-21.58414486
-1.111980443,0.328906934,1.354864892,3.876237212,-16.53433444
-1.282482635,0.277347891,1.088226733,2.969004564,-20.45613399
-1.264492461,0.28238258,1.101358182,3.008249001,-21.62595017
-1.017719911,0.361418067,2.331231113,10.29060264,-26.4959507
-1.46449241,0.231195314,1.221427839,3.392027548,-36.21880466
-0.977480223,0.376257992,2.43002052,11.35911517,-14.87806777
-0.755139414,0.469945093,1.873460915,6.510790746,-25.92569797
-0.967028724,0.380211073,1.106966053,3.025166263,-25.84290406
-0.899021183,0.406967812,2.162047266,8.688907965,-18.85567797
-0.935881279,0.39224004,1.909501114,6.749720619,-11.99446588
-1.427157125,0.239990216,0.69742277,2.008569485,-33.01798605
-1.079963734,0.339607842,2.014198061,7.494714669,-13.70202201
-1.121796115,0.325694284,1.767115782,5.853944939,-25.22349639
-1.274797231,0.279487634,1.247779416,3.482600957,-17.56441453
-0.882437488,0.413773115,2.187399159,8.912004243,-14.141089
-1.421099132,0.241448487,0.53525123,1.707877258,-28.25272142
-1.231962962,0.291719381,1.212506414,3.361900416,-19.71980352
-1.744659587,0.174704451,-0.455287176,0.634265796,-34.11421795
-1.244681722,0.288032568,1.499979418,4.48159683,-27.6750137
-1.001504617,0.36732634,2.067782234,7.907267191,-17.14844273
-1.257506647,0.284362159,1.14372504,3.138437424,-22.01672901
-0.608983028,0.543903723,2.601216722,13.48012964,-11.83076743
-0.53105554,0.587984002,2.462058693,11.72893298,-13.15348904
-1.28660903,0.276205803,1.216002824,3.37367557,-18.42508114
-0.448104062,0.638838202,2.607997463,13.5718455,-10.61401112
-1.187060284,0.305116904,1.627487203,5.091065815,-25.68852773
-0.917251107,0.399616034,2.100071026,8.166749945,-17.70625247
-1.357471299,0.257310616,0.899447027,2.458243393,-28.88874406
-0.900314112,0.406441971,1.559034559,4.754229101,-16.09102157
-1.404284611,0.245542652,1.21741894,3.378456473,-21.77946622
-1.087785204,0.33696197,1.394258962,4.031985611,-21.42928424
-1.289791821,0.275328095,1.51762505,4.561379272,-29.89695156
-0.87816391,0.41554519,2.48728171,12.02853459,-14.86849122
-1.116548251,0.327407977,0.887368033,2.428728896,-22.12290458
-0.928459431,0.395162016,1.923207984,6.842875134,-11.92406297
-0.368622336,0.691686586,2.611236732,13.61587964,-12.40351199
-1.030871123,0.356696099,1.542189707,4.674815548,-17.2102103
-0.644088947,0.525140755,2.828296757,16.91662315,-19.12486231
-1.337659872,0.262459138,2.037453123,7.671047082,-26.32782554
-1.329545224,0.264597567,0.968421571,2.633783937,-30.46141647
-1.150969158,0.316330047,0.962835492,2.619112427,-35.19900945
-0.641498892,0.526502662,2.53777077,12.65143655,-15.70310663
-1.221137073,0.294894659,0.798104535,2.22132649,-31.81426758
-0.694407913,0.499370031,2.430502679,11.36459338,-16.27750066
-1.091511586,0.335708658,1.721005399,5.590145964,-22.79185878
-1.456665882,0.23301187,0.935332453,2.548060427,-34.23665089
-1.154763447,0.315132073,1.393044509,4.027091925,-22.17116872
-1.17176613,0.309819277,0.771603227,2.163231626,-28.89041629
-1.118894999,0.326640533,1.936982565,6.93778504,-28.33900473
-1.204082634,0.299967053,0.541224388,1.718109208,-24.01444813
-1.203979559,0.299997974,1.435135967,4.200216061,-20.06305035
-1.333716155,0.263496247,0.639668265,1.895851855,-26.75395818
-1.053935744,0.348563191,0.889949647,2.435007039,-20.79536771
-0.995708936,0.369461427,1.046651631,2.848098648,-14.14158019
-1.175634095,0.308623221,1.359789548,3.895373425,-21.94167081
-1.35832842,0.257090165,1.313540589,3.719319008,-25.12450744
-0.537562726,0.584170302,3.025141242,20.59691366,-16.12357756
-1.065613393,0.344516466,1.019185826,2.770937821,-37.73927581
-1.021001017,0.360234159,1.128263987,3.090287063,-19.31767511
-1.760410231,0.1719743,-0.08009051,0.923032799,-36.24304354
-0.829249997,0.436376447,2.013295361,7.487952244,-22.64814976
-1.241312819,0.289004558,0.740016659,2.09597043,-27.94308724
-0.970257002,0.378985626,1.990977591,7.32268886,-26.26607417
-1.502514693,0.222569761,0.796308115,2.217339635,-26.05958885
-1.303077217,0.271694443,1.174072095,3.235139649,-23.72955879
-1.011522554,0.363664859,1.311068494,3.710135854,-32.64705458
-1.746344425,0.17441035,-0.996983438,0.368990848,-38.01813711
-1.200363888,0.301084631,1.286431068,3.619844497,-18.64069891
-1.030762509,0.356734843,1.110602267,3.03618644,-13.74631587
-1.00913113,0.364535576,2.053173576,7.792592288,-25.95281617
-1.113168112,0.328516533,1.19605384,3.307041025,-20.07412507
-1.157618483,0.314233643,0.951655209,2.589993093,-22.51407615
-1.035152293,0.355172287,1.860040063,6.423994129,-29.62894293
-1.411379999,0.243806598,0.738737705,2.093291495,-32.72551052
-0.365273575,0.694006762,3.798321597,44.62622083,-7.115560862
-1.42936059,0.239461988,0.243312954,1.275467724,-32.23199026
-1.064648296,0.344849118,1.461258649,4.31138263,-29.54559572
-1.434305518,0.238280788,0.665431561,1.94532987,-27.10380015
-0.978066617,0.376037421,1.946891913,7.006875724,-26.8208313
-1.127972298,0.323688936,1.026756386,2.791994978,-26.50038974
-0.91718417,0.399642784,2.109948641,8.24781767,-18.73919247
-0.925509122,0.396329588,1.942674629,6.977387957,-33.47677177
-0.851390345,0.426821091,1.682545137,5.37922944,-21.16841091
-1.015204474,0.362328336,1.897037929,6.666119652,-25.37003198
-1.096003667,0.334204009,0.519344625,1.680925651,-28.94537353
-1.640098225,0.19396099,-0.991379901,0.371064306,-30.23971842
-0.987404229,0.372542472,1.526025551,4.599858543,-15.65011001
-0.960565946,0.382676251,2.610868186,13.61086248,-16.04828399
-0.387234513,0.678931858,2.586358276,13.28131654,-9.811190012
-1.037562047,0.354317439,1.974642971,7.204047138,-23.90158928
-1.002586656,0.366929093,1.616726523,5.036576184,-27.01370273
-0.929081061,0.394916448,2.228880601,9.289461644,-20.28504316
-1.273701419,0.279794068,0.646232429,1.90833747,-28.810095
-0.923557087,0.397103992,1.503729091,4.498432898,-14.56931415
-0.94052416,0.390423137,1.169089704,3.219061005,-24.68299967
-1.763898425,0.171375465,-0.787632257,0.454920657,-41.29327543
-1.159357933,0.313687525,0.793997882,2.212222977,-25.85272849
-0.897626368,0.407535853,3.085040238,21.86834676,-26.18377962
-0.999689299,0.367993759,1.332695848,3.791250257,-16.48725054
-0.96083955,0.382571563,2.179635728,8.843084385,-24.46633945
-1.172700575,0.309529903,1.514621489,4.547699447,-22.06429202
-0.842121599,0.430795578,2.115689459,8.295303068,-19.59561965
-0.970592233,0.378858599,1.53682635,4.64980996,-28.8009443
-0.813639575,0.443241915,2.044893134,7.728332596,-13.31531012
-1.034136184,0.355533364,0.795864654,2.216356551,-31.22974697
-0.605127174,0.546004985,2.034284727,7.646780633,-23.4663174
-1.025554661,0.35859751,2.317401784,10.14927003,-15.63247389
-1.260431072,0.283531778,0.66695748,1.948300551,-26.46489137
-0.608616496,0.544103118,2.309680733,10.07120873,-7.39695019
-0.928646624,0.395088051,1.779444455,5.926563032,-28.31618888
-1.412953269,0.243423326,1.213352416,3.364745793,-42.45306557
-1.075423778,0.341153151,1.163363132,3.200679504,-38.67576329
-0.989495064,0.371764361,1.78787814,5.976757161,-25.65489498
-1.558702404,0.21040892,0.033214975,1.033772751,-34.91098393
-0.64725163,0.523482525,2.810271397,16.61442671,-22.11626233
-0.934363729,0.392835736,1.770762292,5.875330373,-12.61587789
-1.056930388,0.347520929,1.182043621,3.261031711,-25.228928
-0.578073195,0.560978221,2.81102765,16.62699617,-8.178319964
-1.084058055,0.338220221,0.829715567,2.292666539,-22.98849886
-1.028311024,0.357610446,1.997050629,7.36729514,-19.82618073
-1.360074107,0.256641757,0.861952439,2.367779129,-31.08875263
-1.2509645,0.286228596,0.580017591,1.786069849,-30.01659255
-1.120288561,0.326185657,0.735259539,2.086023327,-18.63517246
-0.785898944,0.45570986,1.229585152,3.419810541,-24.47109355
-1.088466602,0.336732443,1.125477476,3.081687929,-16.27559479
-1.115394505,0.32778594,1.193817239,3.299652761,-25.70719074
-0.398818392,0.671112569,2.550294082,12.81087068,-11.00104156
-1.430936142,0.239085,0.371302677,1.449621775,-21.47850562
-0.815165807,0.442565941,2.032566129,7.633650175,-18.00393505
-1.130926553,0.322734088,1.458407768,4.299108898,-14.99848244
-1.043898354,0.352079473,1.547736378,4.700817256,-22.80535961
-0.904291035,0.404828793,2.283246324,9.808470258,-16.13821149
-0.908136209,0.403275144,1.258841257,3.521338797,-23.74181962
-1.33829933,0.262291361,1.071785359,2.920589149,-35.5902534
-0.720595558,0.486462453,1.826556037,6.212454313,-21.61467738
-1.38932847,0.249242622,0.648098794,1.911902451,-21.91192967
-1.001154335,0.36745503,1.635666577,5.132878316,-13.65546071
-1.042982619,0.352402032,1.671390718,5.319560662,-17.46546598
-1.219923805,0.295252663,0.77545158,2.171572543,-19.69176363
-1.604710082,0.200947805,-0.519314949,0.594927964,-29.83489134
-1.264052825,0.282506753,1.422709676,4.148345899,-18.90757508
-1.223076176,0.294323382,1.522218483,4.582379858,-25.54680676
-0.021799753,0.978436144,3.444005302,31.31212183,-11.62410074
-1.459340272,0.232389538,0.160592756,1.174206683,-42.18779394
-0.87935038,0.41505245,1.471572931,4.356081569,-16.01343682
-1.195396659,0.302583908,0.857352445,2.356912372,-25.08308135
-1.449270848,0.234741388,-0.670458916,0.5114738,-22.11395145
-1.121613769,0.325753679,0.741869238,2.099856981,-21.85253956
-1.032187429,0.356226887,0.933835292,2.544248424,-18.88655808
-1.551781452,0.211870201,0.952926874,2.593288791,-30.07404982
-0.860231449,0.423064153,2.205846505,9.077932831,-25.70074052
-1.628674169,0.196189516,-0.151101172,0.859760711,-30.88864001
-1.420655508,0.241555623,0.87092135,2.389111047,-23.09160117
-1.118289407,0.326838404,1.946117088,7.001448724,-14.8352848
-1.075180691,0.341236092,1.896126414,6.660046151,-21.54142224
-1.222045993,0.294626746,0.483551441,1.621823999,-23.48742091
-0.976123527,0.376768806,1.829171975,6.228726982,-16.41652867
-0.702603836,0.495293959,1.980527741,7.246566288,-12.69072508
-0.974768665,0.377279621,1.40211213,4.063774128,-13.51359747
