ln(alpha),alpha,ln(Beta),Beta,-2 ln(Likelihood)
-1.437585809,0.237500438,0.077469192,1.080548943,-22.09992748
-1.387495532,0.249699888,0.047989999,1.049160163,-34.57675416
-0.812006697,0.443966266,2.466584134,11.78213185,-23.1192217
-1.11087319,0.329271319,1.491468376,4.443615629,-19.33276715
-1.244057319,0.288212473,0.735504526,2.086534438,-34.68858274
-1.500462819,0.223026915,0.19944032,1.220719355,-31.30088114
-0.878984701,0.415204254,1.464372189,4.324827215,-19.15163647
-1.16704854,0.31128433,1.676487461,5.346742309,-17.06909733
-1.027204529,0.358006359,2.31765902,10.15188112,-22.99599215
-0.874852806,0.416923384,2.204642343,9.067008106,-10.05411844
-0.980547019,0.375105853,1.531250186,4.623954014,-23.57176992
-0.758914938,0.468174149,2.445323536,11.53428075,-13.9459988
-1.500475849,0.223024009,-0.249988682,0.778809598,-38.45283258
-1.118003396,0.326931897,1.325386549,3.763639907,-28.71030898
-0.656984217,0.518412399,3.092916754,22.04127329,-13.47984425
-1.173945346,0.309144849,1.807064927,6.092539119,-21.36786211
-0.903574747,0.405118871,1.702072534,5.485304096,-17.91518498
-1.142596132,0.318989806,2.02818556,7.600283584,-25.42344604
-0.773805256,0.461254533,1.968155931,7.157465448,-17.91508913
-0.874991942,0.416865379,1.894684817,6.650451963,-13.54338331
-1.497998349,0.223577236,0.063688419,1.065760276,-32.12213507
-1.423923733,0.240767454,0.841176296,2.319093314,-21.68607008
-1.154137837,0.315329285,1.537163791,4.651379263,-24.80530234
-0.567912311,0.566707313,2.812438722,16.65047463,-13.9589784
-1.042788078,0.352470595,1.816879623,6.152629942,-24.87999145
-1.14428258,0.3184523,0.986982742,2.683126561,-31.64251392
-0.65345123,0.520247182,2.220535316,9.212261016,-12.06886763
-1.149236469,0.316878624,0.681451612,1.976745117,-17.17485776
-1.220733488,0.295013699,1.216293892,3.374657684,-39.64067336
-0.921723121,0.397832936,1.969118382,7.164357474,-21.5557138
-0.873992932,0.41728204,1.055746519,2.874119938,-13.6573723
-0.754319773,0.470330437,2.314720867,10.12209712,-15.39658586
-0.743404796,0.475492202,2.468867937,11.80907067,-15.20525136
-1.084863402,0.337947946,0.678611442,1.971138791,-18.99918858
-0.882981633,0.413548023,0.727725791,2.070366802,-15.01553008
-1.200684135,0.300988225,1.90594981,6.725792822,-30.89533485
-1.117410728,0.327125716,1.216223937,3.374421617,-31.09101982
-1.221137073,0.294894659,0.798104535,2.22132649,-31.81426758
-1.125371815,0.324531779,1.773398659,5.890840337,-31.03128456
-1.143975246,0.318550186,0.82256412,2.276329143,-29.2935568
-0.429614549,0.650759882,2.358709083,10.57728823,-17.84449596
-1.197252971,0.302022739,1.299302552,3.666738416,-35.83162004
-1.29678173,0.273410287,0.143984435,1.154866133,-25.69841657
-0.522297288,0.59315633,2.748924001,15.62580948,-19.34654495
-1.27918556,0.278263837,1.250104579,3.490707993,-30.04206052
-1.476114437,0.22852391,0.549935993,1.733142081,-28.97476487
-1.042715212,0.352496279,1.528250851,4.610106001,-22.12908441
-0.898612871,0.407134016,1.85181332,6.371362371,-9.604559821
-1.192725061,0.303393371,1.313573044,3.719439721,-14.39812241
-0.578916696,0.560505235,2.946606371,19.0412251,-22.59643936
-1.096628372,0.333995295,1.253618481,3.502995576,-33.71277154
-0.673148053,0.510100225,2.341856019,10.40052223,-12.47069646
-0.982387929,0.374415952,2.267790979,9.658042415,-16.43819815
-1.138178951,0.320401959,1.144967189,3.142338251,-18.96208006
-1.160431822,0.31335084,1.842200411,6.310408488,-25.15859798
-0.824531324,0.438440431,2.019880662,7.537425376,-9.916082306
-1.029356034,0.357236935,1.866410484,6.465048303,-32.63729903
-1.003339385,0.366652999,1.622248837,5.064466679,-15.09932378
-1.33598481,0.262899142,0.046493561,1.047591333,-28.89459837
-1.323302542,0.266254532,0.504077273,1.65545728,-24.34105987
-0.88924024,0.410967871,1.443570735,4.235793744,-21.76438547
-0.664573044,0.514493147,1.503219813,4.496142529,-16.83442333
-1.381818689,0.251121426,0.497513308,1.644626502,-24.32197651
-1.09013689,0.336170472,1.567317858,4.793773356,-19.03387985
-0.827033086,0.437344928,1.991806307,7.328759806,-16.50855161
-1.200000082,0.301194187,1.151623503,3.163324409,-25.86956958
-0.726803193,0.483452025,2.500501069,12.18859976,-17.7652109
-0.153716998,0.857514665,2.96385906,19.37258766,-15.71369962
-1.36623833,0.255064626,0.389657855,1.476475539,-31.43061366
-0.745907982,0.474303445,2.1830899,8.873682732,-19.26153216
-0.735877352,0.479084948,2.484839134,11.99918984,-11.10719824
-1.142657366,0.318970274,1.127036193,3.086495156,-37.41542346
-1.369293121,0.254286646,1.306069972,3.691636929,-21.8464473
-0.503126308,0.604637419,1.809556189,6.107736152,-19.49185998
-0.90973943,0.402629123,0.66421179,1.942958457,-20.37420069
-0.699991787,0.496589382,1.568454445,4.799224991,-12.64675242
-0.602043485,0.547691293,2.604385906,13.5229184,-14.92839963
-0.889992489,0.410658837,1.158391412,3.184806114,-19.15750358
-1.227314768,0.293078506,0.604278185,1.829930861,-25.31133318
-1.005218282,0.365964743,2.2205436,9.212337331,-17.29850938
-0.893216913,0.409336832,2.295065529,9.925086369,-16.17800261
-0.825142825,0.438172406,1.589810685,4.902820664,-17.38368167
-1.496533401,0.223905005,0.977115516,2.656781734,-33.81529333
-0.535355492,0.585461126,3.183392665,24.12847468,-10.52836211
-1.064062156,0.345051307,0.43163172,1.539767944,-17.45596108
-1.3603841,0.256562213,0.568819826,1.76618142,-37.58751441
-0.512388258,0.599063151,2.488707042,12.04569147,-21.37781971
-1.153843468,0.315422122,0.975024559,2.651232322,-32.06727715
-0.987420253,0.372536502,1.961805885,7.112159214,-39.46665714
-0.972851924,0.378003462,1.824585926,6.200227137,-18.28075964
-1.375441762,0.252727926,0.821529992,2.273976344,-28.59246935
-1.727332322,0.177757979,-0.128469561,0.879440331,-41.13003131
-1.461946146,0.231784749,-0.118136727,0.888574552,-34.90403272
-1.219207756,0.295464154,1.250479368,3.492016516,-28.54979057
-1.06252381,0.345582524,1.481600258,4.399981157,-25.85620947
-0.955810603,0.384500341,2.169032454,8.749814094,-24.43957795
-1.439727815,0.236992256,0.503910514,1.655181242,-26.14450765
-1.436311122,0.23780337,0.374898261,1.454843393,-26.6865884
-1.037667482,0.354280084,1.222575188,3.395921621,-25.36843613
-1.362032675,0.256139599,0.720261524,2.054970565,-31.03144574
-1.719376789,0.179177779,-0.41294535,0.661698443,-32.84405806
-1.471969887,0.229473004,0.722514352,2.059605278,-31.18720079
-0.806605796,0.446370571,1.478139692,4.384781047,-17.06914692
-1.16933738,0.310572665,1.519275138,4.568912162,-14.40105267
-1.533437112,0.215792688,0.721695441,2.057919335,-36.40489959
-1.206082823,0.299367662,0.679317306,1.972530638,-20.15956202
-0.890719819,0.410360261,1.887630256,6.603701041,-25.55579531
-0.914247934,0.400817954,1.82325114,6.191956682,-30.02701617
-1.155892293,0.314776539,1.244117849,3.469872499,-18.57051756
-1.498946352,0.223365385,0.186490847,1.205013593,-26.09234081
-1.202000592,0.300592247,1.555508575,4.737495286,-25.42016045
-1.027174264,0.358017194,1.735137173,5.669705481,-32.0061609
-1.303114956,0.271684189,0.58609912,1.79696498,-28.93455672
-1.46145893,0.231897705,0.019553604,1.019746027,-31.92413533
-1.117108904,0.327224466,1.494283376,4.45614203,-15.52900263
-1.009285819,0.364479191,1.739747093,5.695902707,-22.60421404
-1.229760862,0.292362484,1.222489117,3.395629341,-32.58866622
-1.046635314,0.351117163,1.229213798,3.418540815,-15.79126339
-1.073658111,0.341756047,0.842607413,2.322414583,-22.66467586
-0.34834807,0.705853147,2.77865827,16.09740808,-21.89488899
-1.414153644,0.243131302,1.184120122,3.267810282,-24.16523319
-1.612277735,0.199432841,0.179481028,1.196596202,-38.07449721
-1.091473807,0.335721341,2.49110644,12.07462858,-28.60915569
-0.951353459,0.386217939,1.602298321,4.964429176,-16.66905235
-1.315146889,0.26843489,1.141307262,3.130858544,-24.58548983
-1.453911303,0.233654605,1.56199158,4.768308262,-22.89907868
-1.406162141,0.245082071,0.742112802,2.100368492,-35.23505423
-1.273574344,0.279829625,1.103081789,3.013438511,-19.14222441
-0.607294912,0.544822671,1.889966837,6.619149164,-30.56407723
-0.815165807,0.442565941,2.032566129,7.633650175,-18.00393505
-1.090385364,0.336086953,1.697224979,5.458778131,-19.92004624
-1.06252381,0.345582524,1.481600258,4.399981157,-25.85620947
-0.760007414,0.46766296,2.59888792,13.4487736,-11.9831454
-1.453649172,0.233715861,0.187547245,1.20628724,-24.48261119
-1.713124162,0.18030162,-0.243522009,0.783862224,-37.28950351
-1.142657366,0.318970274,1.127036193,3.086495156,-37.41542346
-0.901321168,0.406032868,2.009642011,7.460646043,-14.43156246
-1.264397831,0.282409303,0.235720338,1.265820259,-25.19570378
-1.202754739,0.300365642,0.841442423,2.319710569,-28.83478569
-0.863828172,0.421545242,1.924879629,6.854323552,-20.21143052
-0.922905542,0.397362808,1.067849315,2.909116175,-19.97343543
-1.42936059,0.239461988,0.243312954,1.275467724,-32.23199026
-1.398496544,0.246967991,0.462206725,1.587573461,-35.83742926
-0.80689778,0.446240257,2.050846888,7.774482436,-13.91821537
-0.809471974,0.445093025,1.321376518,3.74857781,-19.77788847
-1.557153816,0.210735009,0.334087743,1.396665686,-32.4181248
-1.282265569,0.277408101,1.098977674,3.001096355,-25.62499865
-0.801901122,0.448475546,2.058586851,7.83489012,-16.10361239
-1.383740243,0.250639346,0.650476028,1.916452898,-24.18191477
-0.767370596,0.464232119,2.729171967,15.32019614,-13.74343702
-0.91998523,0.398524927,1.078114776,2.939133401,-23.5338357
-1.178223483,0.30782511,1.043398744,2.838849159,-32.45427902
-1.348769328,0.259559497,0.877390052,2.404615587,-17.83781746
-1.111816236,0.328960948,1.047528353,2.850596736,-23.36000346
-1.213678141,0.297102483,1.237641023,3.44747136,-17.10036238
-1.063498095,0.345245992,1.308910957,3.702139726,-17.52143549
-1.162852015,0.312593387,1.540080152,4.664964163,-18.01067252
-0.825728828,0.437915711,1.568283348,4.798403932,-28.65622998
-1.108760652,0.329967653,2.460839765,11.71464496,-29.22847276
-1.513489529,0.22014045,0.152747586,1.165030872,-28.51209938
-1.583777358,0.205198524,-0.032670623,0.967857297,-28.34695482
-1.202938755,0.300310375,0.517019557,1.677021926,-24.24445028
-1.506966213,0.22158119,0.472494906,1.603991012,-27.05622443
-0.922746857,0.397425868,2.546121173,12.75752346,-17.94633975
-0.842691985,0.430549928,1.674966422,5.338615888,-13.76088799
-0.97721273,0.376358652,1.081985721,2.950532674,-23.92412753
-1.586951011,0.204548327,0.698909075,2.011557051,-32.06068282
-1.375325784,0.252757238,0.819426177,2.269197347,-24.32072661
-1.176054522,0.308493495,1.81683751,6.152370837,-25.97132777
-1.227314768,0.293078506,0.604278185,1.829930861,-25.31133318
-0.29139094,0.747223501,3.758023658,42.86362902,-22.33687285
-1.000402048,0.367731566,1.917105257,6.801242101,-14.53501682
-1.305360247,0.271074864,1.181779858,3.260171683,-40.93426227
-0.728587925,0.482589963,1.805591053,6.083566098,-13.90901009
-1.038912867,0.353839143,0.976340397,2.654723209,-30.78382059
-0.464393711,0.628516052,3.466080809,32.0110389,-16.68674205
-0.850624238,0.427148207,2.0966413,8.138788203,-23.68150405
-0.170467952,0.843270114,3.961005236,52.51008447,-9.629662149
-1.360074107,0.256641757,0.861952439,2.367779129,-31.08875263
-1.26188918,0.283118659,0.840362516,2.317206848,-24.91995342
-0.806679208,0.446337803,1.487325005,4.425242174,-18.43072757
-0.670154486,0.511629532,2.621427951,13.75535153,-14.51840599
-0.818372658,0.441148971,2.472859544,11.85630204,-24.38492903
-1.408309352,0.244556393,0.885186799,2.423437046,-25.54411085
-1.093927764,0.334898505,1.267138005,3.550675988,-22.52659223
-0.73146807,0.481202033,1.49449403,4.457080834,-23.41059186
-1.277571914,0.278713219,0.656057914,1.92718023,-26.22984992
-1.430124222,0.239279197,-0.338482583,0.712851195,-25.46440581
-0.95841305,0.383501,1.578091872,4.845700768,-24.46108389
-0.859715329,0.423282561,1.792585038,6.004955458,-18.42638795
-1.019435631,0.360798506,1.718564474,5.576517481,-19.43734911
-1.159884742,0.313522315,1.548357368,4.703737322,-33.50978579
-0.227639065,0.796411661,2.845408794,17.208592,-15.79672676
-0.72080768,0.486359275,2.373620092,10.73618801,-13.00444843
-1.002586656,0.366929093,1.616726523,5.036576184,-27.01370273
-0.865949789,0.420651832,1.351969481,3.865030142,-20.78911718
-0.929359377,0.394806552,1.063186144,2.895582048,-20.65166785
-1.112445591,0.328753979,1.498492983,4.474940175,-15.08184405
-1.099046426,0.333188652,0.670488173,1.95519156,-33.92450763
-1.320169223,0.2670901,0.812307003,2.253099903,-26.70001542
-1.795943579,0.165970772,-1.107708911,0.330314875,-30.15124713
-0.998975751,0.368256434,1.32279421,3.753895911,-12.18627022
-1.186536408,0.305276789,1.927053101,6.869237434,-22.24120581
-1.224353161,0.293947776,1.839491891,6.293339746,-24.62411425
-1.157057301,0.314410035,1.390396714,4.016443118,-19.9407512
-1.131876587,0.322427625,0.873872046,2.396170999,-24.1184641
-0.369803928,0.690869778,2.466370418,11.77961409,-18.22419203
-1.167355548,0.311188778,1.965161208,7.136062891,-34.3670117
-1.610732997,0.199741151,-0.113122526,0.893041232,-36.08441606
-1.340426235,0.261734085,0.588990133,1.802167547,-25.79360589
-1.435528215,0.237989621,0.387835311,1.473787048,-31.337409
-1.501567493,0.222780679,-0.525751105,0.591111211,-39.41732729
-1.309113874,0.270059257,0.861275705,2.366177314,-27.39456114
-1.462086153,0.231752299,-0.001910117,0.998091706,-22.9263127
-0.743286234,0.475548581,2.32872404,10.26483566,-24.30685356
-1.543583201,0.213614306,-0.07148868,0.931006817,-34.72880008
-1.428840366,0.239586594,1.130375705,3.096819771,-25.06795407
-0.919995142,0.398520977,1.070963622,2.918190177,-11.18031615
-1.161637965,0.312973122,1.0929526,2.983068892,-18.68890233
-0.771939327,0.462116005,1.848763755,6.351962087,-25.13687822
-0.761083636,0.467159921,2.289875466,9.87370799,-16.10242462
-1.053327826,0.348775153,1.070408707,2.91657128,-17.01927055
-0.981309712,0.374819871,1.653378918,5.224603543,-26.83912011
0.108236298,1.114311024,3.50145731,33.16374663,-17.24170148
-1.657878341,0.190542818,0.049230662,1.050462625,-31.99044538
-1.226899556,0.293200221,0.489045008,1.630758115,-22.29743349
-1.075180691,0.341236092,1.896126414,6.660046151,-21.54142224
-1.466243146,0.230790906,0.58577237,1.796377918,-27.7679086
-1.197752445,0.301871924,1.293881223,3.646913606,-22.96361488
-0.730630196,0.481605389,3.275470708,26.45567546,-19.74656145
-0.978687484,0.375804024,1.83076537,6.238659714,-13.12286742
-1.446180654,0.235467906,0.626736906,1.871493744,-32.32146817
-1.001483943,0.367333934,1.905987428,6.726045838,-22.90661649
-1.123705054,0.325073147,1.631214518,5.110077231,-36.71029256
-0.726527038,0.483585551,2.081750064,8.018489515,-15.73832678
-1.404838586,0.245406665,0.909817122,2.483868247,-31.51752488
-0.713514247,0.489919471,2.23590776,9.354970067,-16.21776424
-0.866025497,0.420619987,2.362458176,10.6170179,-27.81578476
-1.323345227,0.266243167,1.284569379,3.613111739,-18.3882375
-1.421448622,0.241364118,0.699027681,2.01179565,-28.45788965
-1.470250849,0.229867816,0.723832003,2.062320909,-22.9943484
-0.615728867,0.540246984,3.0284654,20.66549497,-15.74791996
-1.180263553,0.307197765,0.440320809,1.55320542,-14.20054873
-0.636569557,0.529104377,2.394702868,10.96493954,-23.22390908
-1.041493463,0.352927205,0.931317971,2.53785179,-14.76632447
-1.470281889,0.229860681,0.414984514,1.514347289,-19.74540225
-1.101532473,0.332361359,1.22976877,3.420438537,-23.90385256
-1.157618483,0.314233643,0.951655209,2.589993093,-22.51407615
-1.341170684,0.261539309,0.766347635,2.151892387,-36.33899565
-1.172918265,0.309462529,1.22986936,3.420782616,-23.2105406
-1.841028885,0.158654105,-0.442461916,0.642452808,-29.45510824
-1.273482061,0.27985545,0.661259663,1.937231057,-24.65766401
-0.960857427,0.382564724,1.571272445,4.812768283,-27.71616147
-0.95478976,0.384893056,2.494430589,12.11483323,-20.9568727
-1.469872576,0.229954785,0.126812247,1.13520386,-50.17190421
-1.255675644,0.284883303,1.276337265,3.583490282,-22.57159341
-0.913614107,0.401072084,2.256051605,9.545325951,-30.0559295
-0.968374514,0.379699733,1.85213456,6.37340944,-28.64203804
-1.466569308,0.230715643,0.420293466,1.522408266,-22.94662411
-0.775999066,0.460243737,1.826982682,6.215105388,-27.62070677
-1.328695227,0.264822569,1.283410152,3.608925751,-27.34466345
-0.804860407,0.447150341,3.119570447,22.63665392,-13.13611423
-1.431021307,0.239064639,0.988779378,2.687951496,-18.45151147
-1.284779749,0.276711523,0.941080735,2.562749576,-38.04018943
-1.24907562,0.286769759,0.859611758,2.362243394,-34.77660496
-1.039612675,0.35359161,1.981518597,7.253750145,-20.48732367
-1.120276729,0.326189516,0.755059864,2.127738895,-22.51632686
-1.341720543,0.261395539,0.922088123,2.514535572,-27.24360597
-1.548804274,0.212501916,-0.079766389,0.923332021,-30.02420376
-1.167441511,0.311162028,1.214192645,3.367574138,-24.33839191
-1.303114956,0.271684189,0.58609912,1.79696498,-28.93455672
-1.209937151,0.298216022,0.95522516,2.599255765,-23.5834262
-1.243973029,0.288236767,1.013686552,2.755741496,-32.8440811
-0.993061327,0.370440913,1.632503667,5.116669132,-19.53275685
-1.247431491,0.287241633,1.161265447,3.193972521,-30.53734449
-1.3908824,0.248855617,0.647838696,1.911405234,-33.25618127
-1.128854281,0.323403574,1.763962688,5.835515969,-20.26346502
-1.365827656,0.255169396,1.319638888,3.742069826,-34.70281024
-1.112484434,0.32874121,1.375251701,3.956072346,-17.99282387
-0.654910904,0.519488345,2.230873912,9.307996896,-15.12116788
-0.724725901,0.48445734,2.660546799,14.30410843,-8.711909347
-1.156316255,0.314643114,0.928963812,2.53188431,-31.30812896
-1.326556768,0.265389487,0.496824466,1.643494004,-15.79324407
-1.266356756,0.281856626,0.385682958,1.470618349,-30.68521697
-0.886936973,0.411915531,2.314219899,10.11702753,-28.8158648
-0.901459774,0.405976593,1.849625093,6.357435632,-24.89516171
-1.177349434,0.308094282,0.753427484,2.124268449,-25.51206886
-1.115331362,0.327806638,1.484245999,4.411637781,-27.10447744
